nombre,formato,precio,precio_ud/Kg/L,marca,categoria,subcategoria
tampones regular tampax compak con aplicador,Caja 34 ud.,5.75,0.16911764705882354,Tampax,cuidado facial y corporal,higiene íntima
tampones regular tampax pearl con aplicador,Caja 20 ud.,3.85,0.1925,Tampax,cuidado facial y corporal,higiene íntima
tampones super tampax pearl con aplicador,Caja 18 ud.,3.85,0.2138888888888889,Tampax,cuidado facial y corporal,higiene íntima
tampones super plus tampax pearl con aplicador,Caja 18 ud.,3.85,0.2138888888888889,Tampax,cuidado facial y corporal,higiene íntima
tampones super deliplus con aplicador suave,Caja 20 ud.,2.55,0.1275,Deliplus,cuidado facial y corporal,higiene íntima
tampones regular deliplus con aplicador suave,Caja 20 ud.,2.55,0.1275,Deliplus,cuidado facial y corporal,higiene íntima
tampones super plus deliplus con aplicador suave,Caja 20 ud.,2.55,0.1275,Deliplus,cuidado facial y corporal,higiene íntima
tampones mini deliplus con aplicador suave,Caja 20 ud.,2.55,0.1275,Deliplus,cuidado facial y corporal,higiene íntima
tampones regular deliplus 100% algodon,Caja 18 ud.,3.4,0.18888888888888888,Deliplus,cuidado facial y corporal,higiene íntima
laca de uñas top coat efecto gel deliplus 100,1 ud. (10 ml),3.5,3.5,Deliplus,cuidado facial y corporal,manicura y pedicura
tratamiento para uñas base 9 en 1 deliplus vitaminada y alisadora,1 ud. (10 ml),3.5,3.5,Deliplus,cuidado facial y corporal,manicura y pedicura
tratamiento para uñas endurecedor deliplus,1 ud. (10 ml),3.5,3.5,Deliplus,cuidado facial y corporal,manicura y pedicura
tratamiento para uñas gotas secantes deliplus 45,1 ud. (11 ml),2.95,2.95,Deliplus,cuidado facial y corporal,manicura y pedicura
tratamiento para uñas gel brillo top coat deliplus secado rapido,1 ud. (10 ml),3.5,3.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas manicura francesa deliplus 01 blanco punta,1 ud. (11 ml),2.75,2.75,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas manicura francesa deliplus 03 rosa,1 ud. (11 ml),2.75,2.75,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas manicura francesa deliplus 06 blanco milky,1 ud. (11 ml),2.75,2.75,Deliplus,cuidado facial y corporal,manicura y pedicura
tratamiento para uñas y cuticulas serum sos deliplus,1 ud. (10 ml),3.5,3.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas base brillo deliplus 67,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas base brillo deliplus 130,1 ud. (11 ml),2.75,2.75,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 15 perla rosada,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 18 suave peonia,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 20 rosa magnetico,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 22 granate sublime,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 27 burdeos,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 28 cereza,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 29 marron,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 30 malva,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 31 negro mistico,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 39 dulce fresa,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 76 rosa medio,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
laca de uñas alto brillo deliplus 113 blanco,1 ud. (11 ml),2.5,2.5,Deliplus,cuidado facial y corporal,manicura y pedicura
quitaesmalte con acetona deliplus,Bote 200 ml,1.15,5.749999999999999,Deliplus,cuidado facial y corporal,manicura y pedicura
quitaesmalte acetona pura deliplus,Bote 200 ml,1.7,8.5,Deliplus,cuidado facial y corporal,manicura y pedicura
piedra pomez deliplus,Paquete 1 ud.,2.9,2.9,Deliplus,cuidado facial y corporal,manicura y pedicura
quitaesmalte 0% acetona deliplus,Bote 200 ml,1.3,6.5,Deliplus,cuidado facial y corporal,manicura y pedicura
tijera uñas deliplus,Paquete 1 ud.,4.2,4.2,Deliplus,cuidado facial y corporal,manicura y pedicura
corta cuticulas deliplus,Paquete 1 ud.,2.1,2.1,Deliplus,cuidado facial y corporal,manicura y pedicura
cepillo de uñas deliplus,1 ud.,1.9,1.9,Deliplus,cuidado facial y corporal,manicura y pedicura
taco pulidor de uñas manos deliplus,1 ud.,1.9,1.9,Deliplus,cuidado facial y corporal,manicura y pedicura
lima fibra de vidrio deliplus,Paquete 1 ud.,1.0,1.0,Deliplus,cuidado facial y corporal,manicura y pedicura
cortauñas manos y pies deliplus,Paquete 1 ud.,1.9,1.9,Deliplus,cuidado facial y corporal,manicura y pedicura
lima raspador durezas pies deliplus,Paquete 1 ud.,3.1,3.1,Deliplus,cuidado facial y corporal,manicura y pedicura
alicate uñas deliplus,Paquete 1 ud.,4.9,4.9,Deliplus,cuidado facial y corporal,manicura y pedicura
body spray citronela deliplus,Bote 150 ml,1.35,9.000000000000002,Deliplus,cuidado facial y corporal,perfume y colonia
agua de colonia s3 classic fresh,Botella 750 ml,3.5,4.666666666666667,S3,cuidado facial y corporal,perfume y colonia
eau de parfum mujer rose nude,Frasco 100 ml,9.0,90.0,Rose Nude,cuidado facial y corporal,perfume y colonia
eau de parfum mujer eleccion,Frasco 100 ml,9.0,90.0,Elección,cuidado facial y corporal,perfume y colonia
eau de toilette mujer 9.60 sport water,Frasco 200 ml,3.9,19.5,9.60,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu amor,Frasco 100 ml,7.0,70.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de toilette mujer chanson d'eau,Frasco 200 ml,7.95,39.75,Chanson d'Eau,cuidado facial y corporal,perfume y colonia
eau de toilette mujer ikiru,Frasco 100 ml,8.0,80.0,Ikiru,cuidado facial y corporal,perfume y colonia
eau de toilette mujer vuela,Frasco 100 ml,3.8,37.99999999999999,Vuela,cuidado facial y corporal,perfume y colonia
eau de toilette mujer soplo,Frasco 100 ml,7.0,70.0,Soplo,cuidado facial y corporal,perfume y colonia
eau de toilette mujer capitulo floral,Frasco 200 ml,6.5,32.5,Desconocida,cuidado facial y corporal,perfume y colonia
eau de parfum mujer blue shine,Frasco 100 ml,11.0,110.0,Blue Shine,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu extratime a day,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer my soul supreme,Frasco 100 ml,11.0,110.0,My Soul,cuidado facial y corporal,perfume y colonia
eau de parfum mujer verissime bright,Frasco 100 ml,11.0,110.0,Verissime,cuidado facial y corporal,perfume y colonia
eau de parfum mujer cosmic shine,Frasco 100 ml,11.0,110.0,Cosmic Shine,cuidado facial y corporal,perfume y colonia
eau de parfum mujer my soul enchanted,Frasco 100 ml,12.0,120.0,My Soul,cuidado facial y corporal,perfume y colonia
eau de parfum mujer eclant shine,Frasco 100 ml,12.0,120.0,Éclant,cuidado facial y corporal,perfume y colonia
eau de toilette mujer monogotas coco,Frasco 100 ml,4.0,40.0,Monogotas,cuidado facial y corporal,perfume y colonia
eau de toilette mujer monogotas vainilla,Frasco 100 ml,4.0,40.0,Monogotas,cuidado facial y corporal,perfume y colonia
eau de toilette mujer capitulo chypre,Frasco 200 ml,6.5,32.5,Desconocida,cuidado facial y corporal,perfume y colonia
eau de parfum mujer soiree my soul,Frasco 100 ml,12.0,120.0,My Soul,cuidado facial y corporal,perfume y colonia
eau de parfum mujer boem shine,Frasco 100 ml,12.0,120.0,Boem,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu sinfonia,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu gold,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu extratime likes,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu enciende,Frasco 100 ml,7.0,70.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu atraccion,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu soplo intense,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer ella,Frasco 100 ml,10.0,100.0,Desconocida,cuidado facial y corporal,perfume y colonia
eau de toilette mujer 9.60 bloom sport water,Frasco 200 ml,3.9,19.5,9.60,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu the rose,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer my soul rouge,Frasco 100 ml,12.0,120.0,My Soul,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu cerise,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de parfum mujer shine special,Frasco 100 ml,12.0,120.0,Desconocida,cuidado facial y corporal,perfume y colonia
agua de colonia s3 mediterranea,Botella 750 ml,3.5,4.666666666666667,S3,cuidado facial y corporal,perfume y colonia
eau de parfum mujer como tu santal,Frasco 100 ml,8.0,80.0,Como Tú,cuidado facial y corporal,perfume y colonia
eau de toilette mujer monogotas banana,Frasco 100 ml,4.0,40.0,Monogotas,cuidado facial y corporal,perfume y colonia
fragancia mist amatista glow deliplus,Frasco 250 ml,4.0,16.0,Deliplus,cuidado facial y corporal,perfume y colonia
fragancia mist vainilla sunset deliplus,Frasco 250 ml,4.0,16.0,Deliplus,cuidado facial y corporal,perfume y colonia
fragancia mist pistacho cream deliplus,Frasco 250 ml,4.0,16.0,Deliplus,cuidado facial y corporal,perfume y colonia
agua de colonia deliplus citrus classic,Botella 750 ml,2.75,3.6666666666666665,Deliplus,cuidado facial y corporal,perfume y colonia
agua de colonia deliplus floral infusion,Botella 750 ml,2.75,3.6666666666666665,Deliplus,cuidado facial y corporal,perfume y colonia
mini eau de parfum mujer flor de mayo diamond,Frasco 24 ml,1.85,77.08333333333333,Desconocida,cuidado facial y corporal,perfume y colonia
mini eau de parfum mujer flor de mayo ruby,Frasco 20 ml,1.85,92.5,Desconocida,cuidado facial y corporal,perfume y colonia
lote mujer women'secret gold seduction,Caja 1 ud.,14.95,14.95,Women'Secret,cuidado facial y corporal,perfume y colonia
lote mujer como tu amor,Caja 1 ud.,10.0,10.0,Como Tú,cuidado facial y corporal,perfume y colonia
lote mujer como tu soplo intense,Caja 1 ud.,10.0,10.0,Como Tú,cuidado facial y corporal,perfume y colonia
neceser blanco hogwarts harry potter pequeño,1 ud.,4.5,4.5,Desconocida,cuidado facial y corporal,perfume y colonia
lote mujer 12 iconic como tu mini fragancias de 15ml,Caja 1 ud.,26.0,26.0,Como Tú,cuidado facial y corporal,perfume y colonia
crema proteccion solar deliplus fps 50+,Bote 100 ml,4.2,42.0,Deliplus,cuidado facial y corporal,protector solar y aftersun
protector solar infantil pediatrico sun med fps 50+,Spray 250 ml,7.5,30.0,Sun Med,cuidado facial y corporal,protector solar y aftersun
crema proteccion solar facial deliplus fps 50+,Bote 50 ml,6.0,120.0,Deliplus,cuidado facial y corporal,protector solar y aftersun
protector labial deliplus fps 15,Paquete 1 ud.,1.5,1.5,Deliplus,cuidado facial y corporal,protector solar y aftersun
aceite arbol del te 100% puro deliplus con pipeta dosificadora,Bote 10 ml,3.0,300.0,Deliplus,fitoterapia y parafarmacia,fitoterapia
colageno soluble sabor limon colagen,Bote 250 g,5.3,21.2,Colagen,fitoterapia y parafarmacia,fitoterapia
barritas con proteinas enervit sport sabor coco y chocolate,Caja 3 barritas (120 g),3.5,29.166666666666668,Enervit Sport,fitoterapia y parafarmacia,fitoterapia
comprimidos vitaminas y minerales deliplus,"Caja 30 ud. (27,9 g)",3.0,0.1,Deliplus,fitoterapia y parafarmacia,fitoterapia
comprimidos efervescentes vitamina c y zinc deliplus sabor limon,Tubo 20 ud. (80 g),1.95,0.0975,Deliplus,fitoterapia y parafarmacia,fitoterapia
gel energetico con cafeina enervit sport sabor citricos,Caja 3 sobres (96 g),3.75,1.25,Enervit Sport,fitoterapia y parafarmacia,fitoterapia
perlas omega 3 deliplus,"Caja 60 cápsulas (41,4 g)",3.95,95.41062801932368,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas laxforte deliplus,"Caja 30 cápsulas (16,35 g)",3.95,241.5902140672783,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas valeriana deliplus,"Caja 60 cápsulas (32,7 g)",4.15,126.91131498470949,Deliplus,fitoterapia y parafarmacia,fitoterapia
spray oral propolis deliplus,Spray 20 ml,3.6,180.0,Deliplus,fitoterapia y parafarmacia,fitoterapia
perlas onagra deliplus,Caja 60 cápsulas (41 g),4.3,104.8780487804878,Deliplus,fitoterapia y parafarmacia,fitoterapia
sticks jalea real y propolis deliplus,Caja 12 sticks (120 ml),4.95,41.25,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas cola de caballo deliplus,"Caja 30 cápsulas (16,35 g)",3.85,235.47400611620796,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas alcachofa deliplus,"Caja 30 cápsulas (16,35 g)",3.95,241.5902140672783,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas memory forte deliplus,"Caja 30 cápsulas (17,85 g)",3.95,221.28851540616245,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas quemagrasas deliplus,"Caja 30 cápsulas (17,85 g)",3.95,221.28851540616245,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas colagen antiox piel deliplus,"Caja 30 cápsulas (17,1 g)",4.95,289.4736842105263,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas articular forte deliplus,"Caja 30 cápsulas (15,45 g)",4.2,271.84466019417476,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas spirulina + vitamina b12 deliplus,"Caja 60 cápsulas (32,7 g)",5.0,152.9051987767584,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas menopausia deliplus,"Caja 30 cápsulas (19,35 g)",4.5,232.55813953488374,Deliplus,fitoterapia y parafarmacia,fitoterapia
comprimidos efervescentes magnesio deliplus 300 mg sabor naranja,Tubo 20 ud. (78 g),1.95,0.0975,Deliplus,fitoterapia y parafarmacia,fitoterapia
comprimidos cabello y uñas deliplus,Caja 30 ud. (24 g),3.95,0.13166666666666668,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas gases deliplus,"Caja 30 cápsulas (16,95 g)",4.5,265.4867256637168,Deliplus,fitoterapia y parafarmacia,fitoterapia
capsulas probiotico deliplus,"Caja 30 cápsulas (17,85 g)",5.95,333.3333333333333,Deliplus,fitoterapia y parafarmacia,fitoterapia
aceite de ricino deliplus,Bote 30 ml,3.45,115.00000000000001,Deliplus,fitoterapia y parafarmacia,fitoterapia
gominolas regulacion del sueño melatonina gummies vitaldin,Bote 30 ud. (90 g),4.95,0.165,Vitaldin,fitoterapia y parafarmacia,fitoterapia
bastoncillos de algodon 100% deliplus,Caja 200 ud.,0.9,0.0045000000000000005,Deliplus,fitoterapia y parafarmacia,parafarmacia
alcohol 96º deliplus antiseptico,Botella 250 ml,0.75,3.0,Deliplus,fitoterapia y parafarmacia,parafarmacia
agua oxigenada deliplus desinfectante antiseptico,Botella 250 ml,0.65,2.6,Deliplus,fitoterapia y parafarmacia,parafarmacia
pulsera de citronela talla l bosque verde,Paquete 1 ud.,1.5,1.5,Bosque Verde,fitoterapia y parafarmacia,parafarmacia
pulsera de citronela talla s bosque verde,Paquete 1 ud.,1.5,1.5,Bosque Verde,fitoterapia y parafarmacia,parafarmacia
"tiras adhesivas protectoras classic color beige deliplus surtidas, elasticas y transpirables",Caja 30 tiras,1.0,,Deliplus,fitoterapia y parafarmacia,parafarmacia
solucion unica para lentes de contacto blandas deliplus con acido hialuronico,Bote 360 ml,4.0,11.11111111111111,Deliplus,fitoterapia y parafarmacia,parafarmacia
bandas adhesivas fijacion fuerte color beige deliplus para cortar,Caja 10 tiras,1.5,,Deliplus,fitoterapia y parafarmacia,parafarmacia
esparadrapo textil adhesivo resistente color beige deliplus,Caja 1 rollo,1.4,1.4,Deliplus,fitoterapia y parafarmacia,parafarmacia
vaselina hidratante deliplus,Tarro 100 g,2.0,20.0,Deliplus,fitoterapia y parafarmacia,parafarmacia
algodon hidrofilo 100% zig-zag hipoalergenico deliplus,Paquete 100 g,1.2,11.999999999999998,Deliplus,fitoterapia y parafarmacia,parafarmacia
povidona yodada 10% deliplus,Botella 125 ml,2.15,17.2,Deliplus,fitoterapia y parafarmacia,parafarmacia
alcohol de romero deliplus,Botella 250 ml,2.0,8.0,Deliplus,fitoterapia y parafarmacia,parafarmacia
"tiras adhesivas protectoras infantiles deliplus surtidas, elasticas y transpirables",Caja 20 tiras,1.3,,Deliplus,fitoterapia y parafarmacia,parafarmacia
roll-on alivio picor deliplus,Caja 15 ml,3.5,233.33333333333334,Deliplus,fitoterapia y parafarmacia,parafarmacia
esparadrapo de papel adhesivo microporoso color blanco deliplus,Caja 1 rollo,1.3,1.3,Deliplus,fitoterapia y parafarmacia,parafarmacia
tiras adhesivas protectoras de espuma acolchado deliplus proteccion extra,Caja 15 tiras,1.3,,Deliplus,fitoterapia y parafarmacia,parafarmacia
tiras adhesivas protectoras de poliuretano aqua deliplus surtidas resistentes al agua,Caja 12 tiras,1.3,,Deliplus,fitoterapia y parafarmacia,parafarmacia
