nombre,formato,precio,precio_ud/Kg/L,marca,categoria
"cava brut nature d.o.cava 0,75 l","0,75 l",6.49,8.65,BISILA,bebidas
"vino blanco verdejo d.o.rueda 0,75 l","0,75 l",5.65,7.53,BLUME,bebidas
"vino blanc de noir d.o. utiel-requena 0,75 l","0,75 l",5.2,6.93,BO,bebidas
"vino tinto bobal d.o.utiel-requena 0,75 l","0,75 l",5.2,6.93,BO,bebidas
"bebida deportistas lyte coco limon 0,57 l","0,57 l",2.75,4.82,BODYARMOR,bebidas
"bebida deportistas lyte sandia 0,57 l","0,57 l",2.75,4.82,BODYARMOR,bebidas
"gin-tonic lata 0,25 l","lata 0,25 l",3.25,13.0,BOMBAY SAPPH,bebidas
"ginebra 0,7 l","0,7 l",18.99,27.13,BOMBAY SAPPH,bebidas
"whisky bourbon 0,7 l","0,7 l",9.29,13.27,BOWL.GREEN,bebidas
"whisky escoces 3 años 0,7 l","0,7 l",7.49,10.7,BOWL.GREEN,bebidas
"ron añejo dominicano 0,7 l","0,7 l",15.95,22.79,BRUGAL,bebidas
"ron extra viejo dominicano 0,7 l","0,7 l",22.5,32.14,BRUGAL,bebidas
"cerveza americana lata 0,33 l","lata 0,33 l",0.92,2.79,BUDWEISER,bebidas
"cerveza americana pack de 6 botellas 6 x 0,25 l",pack de 6 botellas,3.89,2.6,BUDWEISER,bebidas
"crema de fresas tequila botella 0,7 l","botella 0,7 l",10.9,15.57,BUITRAL,bebidas
"ginebra premium 0,7 l","0,7 l",25.5,36.43,BULLDOG,bebidas
"bebida energetica lata 0,5 l","lata 0,5 l",1.25,2.5,BURN,bebidas
"vino tinto joven d.o.jumilla 0,75 l","0,75 l",2.45,3.27,C. COVANEGRA,bebidas
"cava brut d.o.cava 0,75 l","0,75 l",5.75,7.67,C. NUBIOLA,bebidas
"brandy reserva 0,7 l","0,7 l",25.85,36.93,C.MENDOZA,bebidas
bebida refresc. blanco uva y manzana 1 l,1 l,1.6,1.6,C.SALOBREÑA,bebidas
bebida refrescante tinto uva y manzana 1 l,1 l,1.6,1.6,C.SALOBREÑA,bebidas
"c.artesanal pale ale sin gluten 0,33 l","0,33 l",0.85,2.58,C.VOLADORES,bebidas
"cerveza artesana ipa lata 0,33 l","lata 0,33 l",1.25,3.79,C.VOLADORES,bebidas
"licor de ponche 0,7 l","0,7 l",12.19,17.41,CABALLERO,bebidas
agua mineral natural botella 1 l,botella 1 l,0.79,0.79,CABREIROA,bebidas
"ron venezolano 0,7 l","0,7 l",13.49,19.27,CACIQUE,bebidas
"licor de manzana verde sin alcohol 0,7 l","0,7 l",2.8,4.0,CALIBRE 38,bebidas
"licor de mora sin alcohol 0,7 l","0,7 l",2.8,4.0,CALIBRE 38,bebidas
"piña colada 0,7 l","0,7 l",6.0,8.57,CALIBRE 38,bebidas
"piña colada sin alcohol 0,7 l","0,7 l",4.0,5.71,CALIBRE 38,bebidas
ron añejo 1 l,1 l,7.59,7.59,CALIBRE 38,bebidas
"ron añejo dominicano 0,7 l","0,7 l",5.99,8.56,CALIBRE 38,bebidas
"ron añejo dominicano 5 años 0,7 l","0,7 l",7.99,11.41,CALIBRE 38,bebidas
"ron blanco 0,7 l","0,7 l",5.5,7.86,CALIBRE 38,bebidas
"ron miel botella 0,7 l","botella 0,7 l",6.49,9.27,CALIBRE 38,bebidas
"bitter con alcohol 0,7 l","0,7 l",15.5,22.14,CAMPARI,bebidas
"vino blanco semi dulce d.o.rioja 0,75 l","0,75 l",3.75,5.0,CAMPO VIEJO,bebidas
"vino tinto c.v.c. d.o.rioja 0,75 l","0,75 l",3.99,5.32,CAMPO VIEJO,bebidas
"vino tinto crianza d.o.rioja 0,75 l","0,75 l",5.85,7.8,CAMPO VIEJO,bebidas
"vino blanco semi dulce 0,75 l","0,75 l",3.59,4.79,CANALLAS,bebidas
"crema orujo 0,7 l","0,7 l",5.99,8.56,CANTEIRA N.,bebidas
"licor cafe 0,7 l","0,7 l",5.69,8.13,CANTEIRA N.,bebidas
"licor de hierbas 0,7 l","0,7 l",5.79,8.27,CANTEIRA N.,bebidas
"orujo blanco 0,7 l","0,7 l",6.79,9.7,CANTEIRA N.,bebidas
"whisky malta 12 años 0,7 l","0,7 l",39.99,57.13,CARDHU,bebidas
"vino blanco joven d.o.mancha 0,75 l","0,75 l",1.45,1.93,CARLADES,bebidas
"vino tinto joven d.o.mancha 0,75 l","0,75 l",1.3,1.73,CARLADES,bebidas
"brandy reserva 0,7 l","0,7 l",26.9,38.43,CARLOS I,bebidas
"cerveza danesa lata 0,33 l","lata 0,33 l",0.89,2.7,CARLSBERG,bebidas
"cava brut d.o.cava 0,75 l","0,75 l",6.95,9.27,CARTA NEVADA,bebidas
"cava rose d.o. cava 0,75 l","0,75 l",6.95,9.26,CARTA NEVADA,bebidas
"vino tinto d.o.jumilla 0,75 l","0,75 l",3.95,5.27,CASA ERMITA,bebidas
"vino blanco d.o.rioja 0,75 l","0,75 l",3.19,4.25,CAST.ALBAI,bebidas
"vino tinto crianza d.o.rioja 0,75 l","0,75 l",5.29,7.05,CAST.ALBAI,bebidas
"espumoso brut blanc de blancs 0,75 l","0,75 l",2.99,3.99,CAST.LIRIA,bebidas
"vino blanco d.o. utiel requena 0,75 l","0,75 l",3.1,4.13,CAST.LIRIA,bebidas
"vino blanco semi dulce d.o. utiel requena 0,75 l","0,75 l",3.1,4.13,CAST.LIRIA,bebidas
"vino rosado d.o. utiel requena 0,75 l","0,75 l",3.1,4.13,CAST.LIRIA,bebidas
"vino tinto joven d.o. alicante 0,75 l","0,75 l",3.1,4.13,CAST.LIRIA,bebidas
"vino tinto reserva d.o.valdepeñas 0,75 l","0,75 l",2.69,3.59,CAST.MENARA,bebidas
"vino tinto crianza d.o.jumilla 0,75 l","0,75 l",2.79,3.72,CAST.S.SIMON,bebidas
"anis dulce 0,7 l","0,7 l",7.5,10.72,CASTELLANA,bebidas
"vino blanco d.o.rueda 0,75 l","0,75 l",7.75,10.33,CELESTE,bebidas
"vino tinto roble d.o.ribera del duero 0,75 l","0,75 l",7.99,10.66,CELESTE,bebidas
"vino tinto bobal d.o.utiel requena 0,75 l","0,75 l",7.79,10.39,CEPAS VIEJAS,bebidas
aperitivo licor de cafe 1 l,1 l,6.25,6.25,CEROL,bebidas
anis seco 1 l,1 l,11.75,11.75,CERVERO,bebidas
"bebida refrescante 0,75 l","0,75 l",3.59,4.79,CHAMPIN,bebidas
"cerveza belga red rubi boltella 0,33 l","0,33 l",2.29,6.94,CHARLES V,bebidas
anis dulce botella 1 l,botella 1 l,12.29,12.29,CHINCHON,bebidas
"whisky regal scotch premiun 12 años 0,7 l","0,7 l",31.5,45.0,CHIVAS,bebidas
"bitter con alcohol soda pack de 3 3 x 0,2 l",3 x 0,5.5,9.17,CINZANO,bebidas
vermut blanco 1 l,1 l,7.99,7.99,CINZANO,bebidas
vermut rojo 1 l,1 l,7.99,7.99,CINZANO,bebidas
"vino tinto crianza d.o.ribera del duero 0,75 l","0,75 l",9.45,12.6,CLEA,bebidas
"combinado whisky cola lata 0,33 l","lata 0,33 l",2.75,8.33,COCA-COLA,bebidas
refresco cola bipack indivisible 2 x 2 l,2 x 2,3.72,0.93,COCA-COLA,bebidas
"refresco cola botella 0,5 l","botella 0,5 l",1.49,2.98,COCA-COLA,bebidas
"refresco cola botella 1,25 l","botella 1,25 l",1.49,1.19,COCA-COLA,bebidas
refresco cola botella 2 l,botella 2 l,2.1,1.05,COCA-COLA,bebidas
"refresco cola lata 0,33 l","lata 0,33 l",0.92,2.79,COCA-COLA,bebidas
refresco cola light bipack indivisible 2 x 2 l,2 x 2,3.72,0.93,COCA-COLA,bebidas
"refresco cola light botella 1,25 l","botella 1,25 l",1.49,1.19,COCA-COLA,bebidas
"refresco cola light lata 0,33 l","lata 0,33 l",0.92,2.79,COCA-COLA,bebidas
"refresco cola pack de 4 botellas vidrio 4 x 0,2 l",pack de 4 botellas,4.32,5.4,COCA-COLA,bebidas
"refresco cola regular bipack indivisible 2 x 1,25 l",2 x 1,2.9,1.16,COCA-COLA,bebidas
"refresco cola regular pack indivisible 6 latas 6 x 0,2 l",6 x 0,3.99,3.33,COCA-COLA,bebidas
"refresco cola sin cafeina lata 0,33 l","lata 0,33 l",0.92,2.79,COCA-COLA,bebidas
"refresco cola zero bipack indivisible 2 x 1,25 l",2 x 1,2.9,1.16,COCA-COLA,bebidas
refresco cola zero bipack indivisible 2 x 2 l,2 x 2,3.72,0.93,COCA-COLA,bebidas
"refresco cola zero botella 0,5 l","botella 0,5 l",1.49,2.98,COCA-COLA,bebidas
"refresco cola zero botella 1,25 l","botella 1,25 l",1.49,1.19,COCA-COLA,bebidas
refresco cola zero botella 2 l,botella 2 l,2.1,1.05,COCA-COLA,bebidas
"refresco cola zero cherry lata 0,33 l","lata 0,33 l",0.92,2.79,COCA-COLA,bebidas
"refresco cola zero lata 0,33 l","lata 0,33 l",0.92,2.79,COCA-COLA,bebidas
"refresco cola zero lima lata 0,33 l","lata 0,33 l",0.92,2.79,COCA-COLA,bebidas
"refresco cola zero pack 4 botellas vidrio 4 x 0,2 l",pack 4 botellas,4.32,5.4,COCA-COLA,bebidas
"refresco cola zero pack indivisible 6 latas 6 x 0,2 l",6 x 0,3.99,3.33,COCA-COLA,bebidas
refresco cola zero zero bipack indivisible 2 x 2 l,2 x 2,3.72,0.93,COCA-COLA,bebidas
"refresco cola zero zero botella 1,25 l","botella 1,25 l",1.49,1.19,COCA-COLA,bebidas
"refresco cola zero zero lata 0,33 l","lata 0,33 l",0.92,2.79,COCA-COLA,bebidas
"refresco cola zero zero pack  6 latas 6 x 0,2 l",pack  6 latas,3.99,3.33,COCA-COLA,bebidas
"refresco cola zero zero pet 0,5 l","0,5 l",1.49,2.98,COCA-COLA,bebidas
refresco cola zero zero pet 2 l,2 l,2.1,1.05,COCA-COLA,bebidas
refresco cola sin cafeina botella 2 l,botella 2 l,2.1,1.05,COCA-COLA,bebidas
"cava benjamin d.o. cava 3 x 0,2 l",3 x 0,7.49,12.48,CODORNIU,bebidas
"cava brut cuvee d.o. cava 0,75 l","0,75 l",6.95,9.27,CODORNIU,bebidas
"cava brut d.o.cava 0,75 l","0,75 l",7.99,10.65,CODORNIU,bebidas
"cava brut extra reserva d.o.cava 0,75 l","0,75 l",7.95,10.6,CODORNIU,bebidas
"cava brut gran cremant d.o.cava 0,75 l","0,75 l",6.45,8.6,CODORNIU,bebidas
"cava brut nature d.o.cava 0,75 l","0,75 l",7.99,10.66,CODORNIU,bebidas
"cava rose d.o. cava 0,75 l","0,75 l",6.95,9.27,CODORNIU,bebidas
"licor cointreau 0,7 l","0,7 l",17.69,25.27,COINTREAU,bebidas
"vino blanco sauvignon d.o. utiel requena 0,75 l","0,75 l",4.99,6.66,CON UN PAR,bebidas
"vino tinto monastrell-peti d.o. alicante 0,75 l","0,75 l",4.99,6.66,CON UN PAR,bebidas
"vino tinto crianza d.o.ribera del duero 0,75 l","0,75 l",12.99,17.32,CONDADO HAZA,bebidas
"cava brut nature d.o.cava 0,75 l","0,75 l",5.95,7.93,CONDE CARALT,bebidas
"cerveza artesana botella 0,33 l","botella 0,33 l",1.19,3.61,CONSENTIDA,bebidas
"cerveza rubia lata 0,33 l","lata 0,33 l",0.5,1.52,CONSENTIDA,bebidas
agua mineral  natural garrafa 8 l,8 l,0.92,0.12,CONSUM,bebidas
agua mineral natural botella 1 l,botella 1 l,0.4,0.4,CONSUM,bebidas
agua mineral natural garrafa 5 l,5 l,0.67,0.13,CONSUM,bebidas
"agua mineral natural tapon sport 0,33 l","0,33 l",0.26,0.79,CONSUM,bebidas
"agua mineral natural. botella 1,5 l","botella 1,5 l",0.25,0.17,CONSUM,bebidas
"agua mineral natural. tapon rosca 0,5 l","0,5 l",0.24,0.48,CONSUM,bebidas
"agua mineral con gas botella 0,5 l","botella 0,5 l",0.29,0.58,CONSUM,bebidas
"agua mineral con gas botella 1,5 l","botella 1,5 l",0.43,0.29,CONSUM,bebidas
bebida frutos rojos sin azucares añadidos 1 l,1 l,1.49,1.49,CONSUM,bebidas
bebida mango manzana sin azucares añadidos 1 l,1 l,1.1,1.1,CONSUM,bebidas
bebida piña coco 1 l,1 l,1.29,1.29,CONSUM,bebidas
bebida de granada sin azucares añadidos 1 l,1 l,0.99,0.99,CONSUM,bebidas
"bebida de melocoton sin azucares añadidos 6 x 0,2 l",6 x 0,1.5,1.25,CONSUM,bebidas
bebida de melocoton sin azucares añadidos 1 l,1 l,1.0,1.0,CONSUM,bebidas
bebida de naranja sin azucares añadidos 1 l,1 l,1.05,1.05,CONSUM,bebidas
"bebida de naranja sin azucares añadidos 6 x 0,2 l",6 x 0,1.85,1.54,CONSUM,bebidas
bebida de piña sin azucares añadidos 1 l,1 l,1.0,1.0,CONSUM,bebidas
bebida de pomelo sin azucares añadidos 1 l,1 l,1.25,1.25,CONSUM,bebidas
"cola cero sin cafeina lata 0,33 l","lata 0,33 l",0.33,1.0,CONSUM,bebidas
"detox con piña, hinojo y alcachofa 330 ml",330 ml,1.49,4.52,CONSUM,bebidas
fruta + leche tropical sin azucares añadidos 3 x 330 ml,3 x 330,1.0,1.01,CONSUM,bebidas
fruta + leche tropical sin azucares añadidos 6 x 200 ml,6 x 200,1.2,1.0,CONSUM,bebidas
fruta+leche mediterrane sin azucares añadidos 3 x 330 ml,3 x 330,1.0,1.01,CONSUM,bebidas
fruta+leche mediterrane sin azucares añadidos 6 x 200 ml,6 x 200,1.2,1.0,CONSUM,bebidas
"gaseosa botella 0,5 l","botella 0,5 l",0.34,0.68,CONSUM,bebidas
"iso go! blue botella 0,5 l","botella 0,5 l",0.7,1.4,CONSUM,bebidas
"iso go! citrico botella 1,5 l","botella 1,5 l",1.0,0.67,CONSUM,bebidas
"iso go! citrico cero botella 1,5 l","botella 1,5 l",0.9,0.6,CONSUM,bebidas
"iso go! naranja botella 1,5 l","botella 1,5 l",1.0,0.67,CONSUM,bebidas
"iso go! naranja lata 0,33 l","lata 0,33 l",0.45,1.36,CONSUM,bebidas
"iso go! red botella 0,5 l","botella 0,5 l",0.7,1.4,CONSUM,bebidas
nectar melocoton 1 l,1 l,1.29,1.29,CONSUM,bebidas
nectar piña 1 l,1 l,1.25,1.25,CONSUM,bebidas
"nectar piña light pack de 6 6 x 0,2 l",6 x 0,1.5,1.25,CONSUM,bebidas
"refresco bitter lata 0,25 l","lata 0,25 l",0.49,1.96,CONSUM,bebidas
refresco cola botella 2 l,botella 2 l,0.75,0.38,CONSUM,bebidas
refresco cola cero botella 2 l,botella 2 l,0.75,0.38,CONSUM,bebidas
"refresco cola cero lata 0,33 l","lata 0,33 l",0.33,1.0,CONSUM,bebidas
refresco cola cero sin cafeina botella 2 l,botella 2 l,0.75,0.38,CONSUM,bebidas
"refresco cola lata 0,33 l","lata 0,33 l",0.33,1.0,CONSUM,bebidas
"refresco cola light lata 0,33 l","lata 0,33 l",0.34,1.03,CONSUM,bebidas
"refresco fresa cero sin gas 35% zumo 1,5 l","1,5 l",1.15,0.77,CONSUM,bebidas
refresco limon botella 2 l,botella 2 l,0.95,0.48,CONSUM,bebidas
refresco limon cero botella 2 l,botella 2 l,0.95,0.48,CONSUM,bebidas
"refresco limon lata 0,33 l","lata 0,33 l",0.37,1.12,CONSUM,bebidas
"refresco multifrutas cero sin gas 35% zumo 1,5 l","1,5 l",1.15,0.77,CONSUM,bebidas
refresco naranja botella 2 l,botella 2 l,0.95,0.48,CONSUM,bebidas
"refresco naranja cero sin gas botella 1,5 l","botella 1,5 l",1.15,0.77,CONSUM,bebidas
"refresco naranja lata 0,33 l","lata 0,33 l",0.37,1.12,CONSUM,bebidas
"refresco tropical sin gas 1,5 l","1,5 l",1.15,0.77,CONSUM,bebidas
"refresco te limon botella 1,5 l","botella 1,5 l",1.0,0.67,CONSUM,bebidas
"refresco te limon cero botella 1,5 l","botella 1,5 l",1.0,0.67,CONSUM,bebidas
"refresco te limon cero lata 0,33 l","lata 0,33 l",0.45,1.36,CONSUM,bebidas
"refresco te melocoton botella 1,5 l","botella 1,5 l",1.0,0.67,CONSUM,bebidas
"refresco te melocoton cero lata 0,33 l","lata 0,33 l",0.45,1.36,CONSUM,bebidas
"refresco te verde botella 1,5 l","botella 1,5 l",1.0,0.67,CONSUM,bebidas
"refresco zero limon lata 0,33 l","lata 0,33 l",0.37,1.12,CONSUM,bebidas
"refresco zero naranja lata 0,33 l","lata 0,33 l",0.37,1.12,CONSUM,bebidas
refresco de lima-limon botella 2 l,botella 2 l,0.95,0.48,CONSUM,bebidas
"tonica botella 1,5 l","botella 1,5 l",0.95,0.63,CONSUM,bebidas
"tonica lata 0,33 l","lata 0,33 l",0.37,1.12,CONSUM,bebidas
zumo exprimido naranja sin pulpa - brik 1 l,brik 1 l,1.75,1.75,CONSUM,bebidas
"zumo exprimido naranja sin pulpa - minibrik 3 x 0,2 l",3 x 0,1.4,2.33,CONSUM,bebidas
zumo exprimido naranja con pulpa brik 1 l,brik 1 l,1.75,1.75,CONSUM,bebidas
zumo manzana concentrado brik 1 l,brik 1 l,0.8,0.8,CONSUM,bebidas
"zumo manzana concentrado pack de 6 6 x 0,2 l",6 x 0,1.3,1.08,CONSUM,bebidas
"zumo manzana, naranja y zanahoria ace 330 ml",330 ml,1.09,3.3,CONSUM,bebidas
"zumo melocoton,uva y manzana pack de 6 6 x 0,2 l",6 x 0,1.5,1.25,CONSUM,bebidas
zumo naranja con pulpa refrigerado 1 l,1 l,2.0,2.0,CONSUM,bebidas
zumo naranja sin pulpa refrigerado 1 l,1 l,2.0,2.0,CONSUM,bebidas
zumo naranja-mandarina concentrado brik 1 l,brik 1 l,1.49,1.49,CONSUM,bebidas
"zumo naranja-mandarina concentrado pack de 6 6 x 0,2 l",6 x 0,1.89,1.58,CONSUM,bebidas
"zumo piña,uva, manzana concentrado brik 1 l",brik 1 l,1.2,1.2,CONSUM,bebidas
"zumo piña,uva, manzana concentrado pack de 6 6 x 0,2 l",6 x 0,1.5,1.25,CONSUM,bebidas
zumo tomate brik 1 l,brik 1 l,1.05,1.05,CONSUM,bebidas
zumo tropical brik 1 l,brik 1 l,1.59,1.59,CONSUM,bebidas
"zumo tropical consum pack de 6 6 x 0,2 l",6 x 0,1.99,1.66,CONSUM,bebidas
"zumo uva,melocoton y manzana brik 1 l",brik 1 l,1.0,1.0,CONSUM,bebidas
zumo de clementina refrigerado 1 l,1 l,1.8,1.8,CONSUM,bebidas
zumo de manzana refrigerado 1 l,1 l,1.7,1.7,CONSUM,bebidas
zumo de piña costa rica refrigerado 1 l,1 l,2.1,2.1,CONSUM,bebidas
"nectar de frutas pack de 6 6 x 0,2 l",6 x 0,1.75,1.46,CONSUM KIDS,bebidas
"bebida energetica lata 0,25 l","lata 0,25 l",0.4,1.6,CONTACT,bebidas
"bebida energetica lata 0,5 l","lata 0,5 l",0.75,1.5,CONTACT,bebidas
"bebida energetica light lata 0,25 l","lata 0,25 l",0.4,1.6,CONTACT,bebidas
"bebida energetica pet 1,5 l","1,5 l",1.6,1.07,CONTACT,bebidas
"bebida energetica piña-coco lata 0,25 l","lata 0,25 l",0.4,1.6,CONTACT,bebidas
vodka colores pack 5 x 20 ml,5 x 20,3.99,3.99,COOL SHOT,bebidas
"cava brut d.o.cava 0,75 l","0,75 l",8.49,11.32,CORDON NEGRO,bebidas
"cerveza mexicana botella 0,35 l","botella 0,35 l",1.49,4.26,CORONA,bebidas
"vino tinto reserva d.o.rioja 0,75 l","0,75 l",8.65,11.53,COTO IMAZ,bebidas
"vino cream dulce 0,75 l","0,75 l",4.0,5.33,CRUZ CONDE,bebidas
"vino dulce pedro ximene d.o.montilla moriles 0,75 l","0,75 l",6.0,8.0,CRUZ CONDE,bebidas
"vino fino seco d.o.montilla moriles 0,75 l","0,75 l",3.59,4.79,CRUZ CONDE,bebidas
"cerveza gran reserva botella 0,33 l","botella 0,33 l",1.29,3.91,CRUZCAMPO,bebidas
"cerveza shandy lata. 0,33 l","0,33 l",0.89,2.7,CRUZCAMPO,bebidas
"cerveza shandy pack de 6 botellas 6 x 0,25 l",pack de 6 botellas,2.89,1.93,CRUZCAMPO,bebidas
"vino blanco barrica d.o. rueda 0,75 l","0,75 l",6.99,9.32,CUATRO RAYAS,bebidas
"vino blanco verdejo d.o. rueda 0,75 l","0,75 l",5.29,7.05,CUATRO RAYAS,bebidas
"vino rosado d.o.rioja 0,75 l","0,75 l",4.45,5.93,CUNE,bebidas
"vino tinto crianza d.o.rioja 0,75 l","0,75 l",6.95,9.27,CUNE,bebidas
vino tinto crianza d.o.rioja 375 ml,375 ml,4.65,12.4,CUNE,bebidas
whisky scotch 1 l,1 l,16.9,16.9,CUTTY SARK,bebidas
"champagne brut region de champagne 0,75 l","0,75 l",25.99,34.65,D'ARMANVILLE,bebidas
vino blanco vino de mesa 500 ml,500 ml,0.85,1.7,D. SIMON,bebidas
"cava brut nature reserv d.o.cava 0,75 l","0,75 l",11.69,15.59,D.DE LA VEGA,bebidas
"cerveza sin gluten lata 0,33 l","lata 0,33 l",0.74,2.24,DAURA,bebidas
"vino blanco verdejo d.o.rueda 0,75 l","0,75 l",3.9,5.2,DEHES.VIEJAS,bebidas
"vino tinto crianza d.o.ribera del duero 0,75 l","0,75 l",4.5,6.0,DEHES.VIEJAS,bebidas
"vino tinto reserva d.o.ribera del duero 0,75 l","0,75 l",6.0,8.0,DEHES.VIEJAS,bebidas
"vino tinto roble d.o.ribera del duero 0,75 l","0,75 l",3.65,4.87,DEHES.VIEJAS,bebidas
"vino tinto roble d.o.toro 0,75 l","0,75 l",2.9,3.87,DEHES.VIEJAS,bebidas
"cerveza original botella 0,33 l","botella 0,33 l",1.25,3.79,DESPERADOS,bebidas
"cerveza original lata 0,33 l","lata 0,33 l",1.29,3.91,DESPERADOS,bebidas
"cerveza con mojito botella 0,33 l","botella 0,33 l",1.25,3.79,DESPERADOS,bebidas
"vino blanco semi dulce d.o.rioja 0,75 l","0,75 l",4.2,5.6,DIAMANTE,bebidas
"licor almendra amaretto 0,7 l","0,7 l",17.19,24.56,DISARONNO,bebidas
"cava brut d.o.cava 0,75 l","0,75 l",7.99,10.65,DOM.THARSYS,bebidas
"cava brut nature d.o.cava 0,75 l","0,75 l",7.99,10.65,DOM.THARSYS,bebidas
"vino tinto joven d.o.campo de borja 0,75 l","0,75 l",2.59,3.46,DON RAMON,bebidas
bebida multivitaminas brik 2 l,brik 2 l,1.4,0.7,DON SIMON,bebidas
bebida naranja brick 2 l,2 l,1.4,0.7,DON SIMON,bebidas
"limonada light botella 1,5 l","botella 1,5 l",1.15,0.77,DON SIMON,bebidas
mosto blanco pet 1 l,1 l,1.49,1.49,DON SIMON,bebidas
mosto tinto pet 1 l,1 l,1.49,1.49,DON SIMON,bebidas
nectar frutas del bosque brik 1 l,brik 1 l,1.69,1.69,DON SIMON,bebidas
"nectar frutos del bosque pack 6 6 x 0,2 l",6 x 0,2.1,1.75,DON SIMON,bebidas
"nectar mango manzana sin azucar añadido pet 1,5 l","1,5 l",1.65,1.1,DON SIMON,bebidas
"nectar melocoton disfrut sin azucar añadido pack 6 x 0,2 l",6 x 0,1.99,1.66,DON SIMON,bebidas
"nectar naranja disfruta sin azucar añadido pet 1,5 l","1,5 l",1.85,1.23,DON SIMON,bebidas
"nectar naranja zanahoria mango sin azucar añ. pet 1,5 l","1,5 l",1.65,1.1,DON SIMON,bebidas
"nectar piña disfruta sin azucar añadido pack 6 x 0,2 l",6 x 0,1.99,1.66,DON SIMON,bebidas
"nectar piña disfruta sin azucar añadido pet 1,5 l","1,5 l",1.65,1.1,DON SIMON,bebidas
"refresco te limon botella 1,5 l","botella 1,5 l",1.0,0.67,DON SIMON,bebidas
"refresco te melocoton botella 1,5 l","botella 1,5 l",1.0,0.67,DON SIMON,bebidas
"sangria botella pet 1,5 l","1,5 l",2.1,1.4,DON SIMON,bebidas
sangria brik 1 l,brik 1 l,1.85,1.85,DON SIMON,bebidas
"tinto verano clasico botella pet 1,5 l","1,5 l",1.5,1.0,DON SIMON,bebidas
"tinto verano clasico sin alcohol botella pet 1,5 l","1,5 l",1.4,0.93,DON SIMON,bebidas
"tinto verano limon botella pet 1,5 l","1,5 l",1.5,1.0,DON SIMON,bebidas
"tinto verano limon sin alcohol botella pet 1,5 l","1,5 l",1.4,0.93,DON SIMON,bebidas
"tinto de verano limon 0,0%azucar 0,0%alcohol 1,5 l","1,5 l",1.4,0.93,DON SIMON,bebidas
vino blanco de mesa brik 1 l,brik 1 l,1.5,1.5,DON SIMON,bebidas
vino blanco de mesa pack de 3 unidades 3 x 187 ml,pack de 3 unidades,1.5,2.67,DON SIMON,bebidas
vino rosado de mesa brik 1 l,brik 1 l,1.6,1.6,DON SIMON,bebidas
vino tinto de mesa brik 1 l,brik 1 l,1.5,1.5,DON SIMON,bebidas
zumo exprimido naranja con pulpa - brik 1 l,brik 1 l,1.99,1.99,DON SIMON,bebidas
zumo exprimido naranja sin pulpa - brik 1 l,brik 1 l,1.99,1.99,DON SIMON,bebidas
zumo exprimido piña brik 1 l,brik 1 l,1.99,1.99,DON SIMON,bebidas
"zumo exprimido piña uva sin pulpa minibrik 4 x 0,12 l",4 x 0,1.39,2.9,DON SIMON,bebidas
"zumo melocoton y uva concentrado pack de 6 6 x 0,2 l",6 x 0,1.99,1.66,DON SIMON,bebidas
zumo naranja-mandarina concentrado brik 1 l,brik 1 l,1.79,1.79,DON SIMON,bebidas
"zumo naranja-mandarina concentrado pack de 6 6 x 0,2 l",6 x 0,2.59,2.16,DON SIMON,bebidas
zumo piña manzana uva concentrado brik 1 l,brik 1 l,1.49,1.49,DON SIMON,bebidas
"zumo piña manzana uva concentrado pack de 6 6 x 0,2 l",6 x 0,1.99,1.66,DON SIMON,bebidas
zumo smoothie mango y maracuya 330 ml,330 ml,1.15,3.48,DON SIMON,bebidas
"zumo tomate tarro vidrio 0,2 l","0,2 l",0.59,2.95,DON SIMON,bebidas
zumo de frutas y leche sabor caribe p-6 6 x 200 ml,6 x 200,1.5,1.25,DON SIMON,bebidas
zumo de frutas y leche sabor caribe zero p-6 6 x 200 ml,6 x 200,1.5,1.25,DON SIMON,bebidas
zumo de frutas y leche sabor tropical p-6 6 x 200 ml,6 x 200,1.5,1.25,DON SIMON,bebidas
zumo de frutas y leche sabor tropical zero 1 l,1 l,1.0,1.0,DON SIMON,bebidas
zumo de frutas y leche sabor tropical zero p-6 6 x 200 ml,6 x 200,1.5,1.25,DON SIMON,bebidas
zumo de frutas y leche sandia melon zero p-6 6 x 200 ml,6 x 200,1.5,1.25,DON SIMON,bebidas
zumo de piña de la huerta 750 ml,750 ml,2.3,3.07,DON SIMON,bebidas
"vino espumoso semi seco 0,75 l","0,75 l",3.45,4.6,DUBOIS,bebidas
"vino blanco d.o.rioja 0,75 l","0,75 l",3.35,4.47,DUQUE NARDOS,bebidas
"vino rosado d.o.rioja 0,75 l","0,75 l",2.59,3.45,DUQUE NARDOS,bebidas
"vino tinto joven d.o.rioja 0,75 l","0,75 l",2.55,3.4,DUQUE NARDOS,bebidas
"vino tinto crianza d.o.rioja 0,75 l","0,75 l",3.25,4.33,DUQUE NARDOS,bebidas
vino tinto crianza d.o.rioja 375 ml,375 ml,1.99,5.31,DUQUE NARDOS,bebidas
"vino tinto reserva d.o.rioja 0,75 l","0,75 l",4.2,5.6,DUQUE NARDOS,bebidas
"whisky nacional 0,7 l","0,7 l",11.3,16.14,DYC,bebidas
whisky nacional 1 l,1 l,12.99,12.99,DYC,bebidas
"cerveza botella cristal pack-12 12 x 0,25 l",12 x 0,8.04,2.68,E.GALICIA,bebidas
"cerveza botella cristal pack-6 6 x 0,2 l",6 x 0,3.79,3.16,E.GALICIA,bebidas
